,,,,,All Type of Report (All Grades) for 01-Jan-2023 to 25-Feb-2026,,,,
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,06-01-2026,20.20,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,07-01-2026,8.50,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,09-01-2026,15.60,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,13-01-2026,59.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,14-01-2026,15.90,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,15-01-2026,20.80,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,16-01-2026,2.10,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,17-01-2026,16.70,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,20-01-2026,50.60,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,21-01-2026,7.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,22-01-2026,18.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,23-01-2026,10.90,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,24-01-2026,10.40,Metric Tonnes,950.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,27-01-2026,40.20,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,28-01-2026,6.80,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,30-01-2026,10.70,Metric Tonnes,750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,31-01-2026,10.40,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,01-02-2026,29.50,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,03-02-2026,22.80,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,04-02-2026,33.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,05-02-2026,19.90,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,06-02-2026,9.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,08-02-2026,36.70,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,10-02-2026,29.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,11-02-2026,25.10,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,12-02-2026,25.90,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,13-02-2026,8.30,Metric Tonnes,850.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,14-02-2026,10.70,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,15-02-2026,42.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,17-02-2026,44.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,18-02-2026,10.60,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,19-02-2026,15.20,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,20-02-2026,14.10,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,21-02-2026,35.50,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,22-02-2026,41.10,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,01-01-2023,3.00,Metric Tonnes,2100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,02-01-2023,2.00,Metric Tonnes,2150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,04-01-2023,8.00,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,07-01-2023,8.00,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,08-01-2023,5.00,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,10-01-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,12-01-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,14-01-2023,6.00,Metric Tonnes,1850.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,15-01-2023,7.00,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,17-01-2023,6.00,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,18-01-2023,8.00,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,21-01-2023,6.00,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,22-01-2023,6.00,Metric Tonnes,1950.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,23-01-2023,8.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,24-01-2023,7.00,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,26-01-2023,9.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,28-01-2023,11.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,01-02-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,04-02-2023,4.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,05-02-2023,5.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,06-02-2023,5.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,07-02-2023,9.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,08-02-2023,8.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,09-02-2023,7.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,11-02-2023,8.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,12-02-2023,10.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,13-02-2023,8.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,14-02-2023,7.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,15-02-2023,9.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,18-02-2023,4.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,19-02-2023,5.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,21-02-2023,6.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,22-02-2023,6.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,25-02-2023,9.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,28-02-2023,11.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,01-03-2023,12.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,02-03-2023,4.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,03-03-2023,13.00,Metric Tonnes,700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,04-03-2023,16.00,Metric Tonnes,700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,06-03-2023,7.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,07-03-2023,7.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,08-03-2023,6.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,09-03-2023,4.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,10-03-2023,7.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,11-03-2023,13.00,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,12-03-2023,8.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,13-03-2023,12.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,14-03-2023,7.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,15-03-2023,13.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,16-03-2023,14.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,18-03-2023,11.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,19-03-2023,5.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,20-03-2023,5.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,21-03-2023,5.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,22-03-2023,10.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,23-03-2023,4.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,25-03-2023,12.00,Metric Tonnes,950.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,26-03-2023,13.00,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,27-03-2023,12.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,28-03-2023,9.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,29-03-2023,6.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,30-03-2023,6.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,01-04-2023,10.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,02-04-2023,5.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,03-04-2023,6.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,04-04-2023,7.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,05-04-2023,5.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,06-04-2023,6.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,08-04-2023,7.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,09-04-2023,5.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,10-04-2023,4.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,11-04-2023,5.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,12-04-2023,6.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,13-04-2023,3.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,15-04-2023,10.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,16-04-2023,9.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,17-04-2023,6.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,18-04-2023,5.00,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,19-04-2023,6.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,20-04-2023,7.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,22-04-2023,8.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,24-04-2023,7.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,25-04-2023,6.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,26-04-2023,6.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,27-04-2023,8.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,29-04-2023,5.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,30-04-2023,8.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,01-05-2023,9.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,02-05-2023,7.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,04-05-2023,7.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,06-05-2023,5.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,08-05-2023,6.00,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,09-05-2023,4.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,10-05-2023,6.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,11-05-2023,7.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,13-05-2023,7.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,14-05-2023,7.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,15-05-2023,7.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,17-05-2023,3.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,18-05-2023,7.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,19-05-2023,6.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,20-05-2023,8.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,21-05-2023,5.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,22-05-2023,4.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,23-05-2023,5.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,24-05-2023,4.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,25-05-2023,9.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,27-05-2023,6.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,28-05-2023,1.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,29-05-2023,5.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,31-05-2023,5.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,01-06-2023,6.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,03-06-2023,7.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,05-06-2023,6.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,07-06-2023,6.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,08-06-2023,6.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,10-06-2023,5.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,11-06-2023,5.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,12-06-2023,5.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,14-06-2023,6.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,15-06-2023,7.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,17-06-2023,5.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,19-06-2023,5.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,20-06-2023,6.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,21-06-2023,5.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,22-06-2023,5.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,27-06-2023,6.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,28-06-2023,5.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,29-06-2023,5.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,01-07-2023,6.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,02-07-2023,7.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,03-07-2023,4.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,04-07-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,05-07-2023,4.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,06-07-2023,4.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,08-07-2023,4.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,09-07-2023,3.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,11-07-2023,7.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,12-07-2023,5.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,13-07-2023,3.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,15-07-2023,5.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,16-07-2023,4.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,17-07-2023,5.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,18-07-2023,5.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,20-07-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,21-07-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,22-07-2023,6.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,23-07-2023,6.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,24-07-2023,5.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,25-07-2023,4.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,26-07-2023,6.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,27-07-2023,6.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,29-07-2023,7.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,30-07-2023,4.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,31-07-2023,4.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,01-08-2023,6.00,Metric Tonnes,1850.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,02-08-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,03-08-2023,6.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,04-08-2023,6.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,05-08-2023,8.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,06-08-2023,7.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,07-08-2023,6.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,08-08-2023,6.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,09-08-2023,7.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,10-08-2023,6.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,11-08-2023,5.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,12-08-2023,8.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,13-08-2023,5.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,14-08-2023,3.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,17-08-2023,8.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahuri APMC,Vegetables,Potato,18-08-2023,7.00,Metric Tonnes,1800.00,Rs./Quintal
